"","Season","TeamName","TeamID","Score","Opponent_Score","FGM","Opponent_FGM","FGA","Opponent_FGA","FGM3","Opponent_FGM3","FGA3","Opponent_FGA3","FTM","Opponent_FTM","FTA","Opponent_FTA","OR","Opponent_OR","DR","Opponent_DR","Ast","Opponent_Ast","TO","Opponent_TO","Stl","Opponent_Stl","Blk","Opponent_Blk","PF","Opponent_PF","FG_Percentage","Opponent_FG_Percentage","Three_Percentage","Opponent_Three_Percentage","FT_Percentage","Opponent_FT_Percentage","TS_Percentage","Opponent_TS_Percentage","EffectiveFG_Percentage","Opponent_EffectiveFG_Percentage","Possessions","Opponent_Possessions","Offensive_Efficiency","Opponent_Offensive_Efficiency","Defensive_Efficiency","Opponent_Defensive_Efficiency","Efficiency_Margin","Opponent_Efficiency_Margin","Turnover_Percentage","Opponent_Turnover_Percentage","OR_Percentage","Opponent_OR_Percentage","DR_Percentage","Opponent_DR_Percentage","Win_Percentage","Adjusted_Score","Adjusted_Opponent_Score","Adjusted_FGM","Adjusted_Opponent_FGM","Adjusted_FGA","Adjusted_Opponent_FGA","Adjusted_FGM3","Adjusted_Opponent_FGM3","Adjusted_FGA3","Adjusted_Opponent_FGA3","Adjusted_FTM","Adjusted_Opponent_FTM","Adjusted_FTA","Adjusted_Opponent_FTA","Adjusted_OR","Adjusted_Opponent_OR","Adjusted_DR","Adjusted_Opponent_DR","Adjusted_Ast","Adjusted_Opponent_Ast","Adjusted_TO","Adjusted_Opponent_TO","Adjusted_Stl","Adjusted_Opponent_Stl","Adjusted_Blk","Adjusted_Opponent_Blk","Adjusted_PF","Adjusted_Opponent_PF","Adjusted_FG_Percentage","Adjusted_Opponent_FG_Percentage","Adjusted_Three_Percentage","Adjusted_Opponent_Three_Percentage","Adjusted_TS_Percentage","Adjusted_Opponent_TS_Percentage","Adjusted_EffectiveFG_Percentage","Adjusted_Opponent_EffectiveFG_Percentage","Adjusted_Possessions","Adjusted_Opponent_Possessions","Adjusted_Offensive_Efficiency","Adjusted_Opponent_Offensive_Efficiency","Adjusted_Defensive_Efficiency","Adjusted_Opponent_Defensive_Efficiency","Adjusted_Efficiency_Margin","Adjusted_Opponent_Efficiency_Margin","Adjusted_Turnover_Percentage","Adjusted_Opponent_Turnover_Percentage","Adjusted_OR_Percentage","Adjusted_Opponent_OR_Percentage","Adjusted_DR_Percentage","Adjusted_Opponent_DR_Percentage","Adjusted_Tempo","Adjusted_Opponent_Tempo","NumberOfTournamentWins"
"1",2010,"Ark Pine Bluff",1115,64.40625,64.6875,21.59375,20.5625,52.53125,50.5625,4.09375,5.0625,13.46875,15.4375,17.125,18.5,25.8125,27.875,12.59375,9.1875,25.625,22.40625,12.53125,11.71875,16.9375,14.125,6.84375,7.90625,3.4375,4.375,22.78125,21.03125,0.413329524781614,0.407843078186061,0.325277201567353,0.315636651199248,0.647431226532915,0.662518863814869,0.505899866972872,0.515081209895167,0.453051922094835,0.458259110114874,68.2325,67.765,94.042440788177,95.4497854115053,95.4497854115053,94.042440788177,-1.40734462332829,1.40734462332829,0.21091226160065,0.182622275235339,0.355596621730883,0.256989351478795,0.743010648521205,0.644403378269117,0.53125,64.406286871506,67.1212480009596,22.0022654130497,21.6537353707441,53.3189846209617,51.010914056477,4.46352877039971,5.45711839436558,14.1285730180856,15.6553538276876,15.9382272750068,18.3566588651057,23.2510487124193,26.6302190246503,11.9115962663964,9.03387074912181,24.6059823657347,22.8108850252494,12.3994240713335,12.3720818374992,15.1514459628829,12.6084882445239,6.13738268024701,6.9450302466614,3.31705181696131,4.27338288944758,22.0316737417698,19.7140770284125,0.415019638387294,0.42444782778643,0.33526228533186,0.33782832397386,0.50898151027852,0.53481091734132,0.457662517811721,0.478104676087295,66.7892957509126,66.3028279227252,96.1216084444251,100.989898920031,100.989898920031,96.1216084444251,-4.86829047560545,4.86829047560545,0.193893079738192,0.168231181733991,0.339124383061179,0.262963065716814,0.737036934283186,0.660875616938821,67.3898721385372,67.6325804341973,1
"2",2010,"Baylor",1124,76.7096774193548,66.5483870967742,27.1612903225806,22.9677419354839,56.1612903225806,59.0322580645161,7.03225806451613,6.7741935483871,18.2258064516129,20.0322580645161,15.3548387096774,13.8387096774194,20.9354838709677,20.4838709677419,12.1935483870968,13,26.4516129032258,19.6129032258065,13.6451612903226,12.8387096774194,14,12.0967741935484,6.38709677419355,6.09677419354839,6.93548387096774,2.48387096774194,18.0645161290323,18.7096774193548,0.483483834758118,0.392158396680345,0.385306364715335,0.339938699057034,0.734088959803203,0.675026594486281,0.58921687056257,0.491937375472631,0.546917522794602,0.450431115750743,67.1793548387097,67.141935483871,114.313014961427,99.4537584176013,99.4537584176013,114.313014961427,14.8592565438256,-14.8592565438256,0.176997695280617,0.149253555386836,0.378190267124429,0.324879598254733,0.675120401745267,0.621809732875571,0.774193548387097,75.8981459296662,61.8989041520043,27.099123461751,21.5273730840955,54.627703460731,56.7449778378999,7.0902580315841,6.36332511270121,18.2230536044016,19.2201171175629,14.6096409745801,12.4808328711121,19.696440388286,18.2880382824159,11.6103205609103,12.3316836053426,25.9520155284098,18.5872757943379,14.0814241661892,12.3899690154291,13.2502954553298,12.3767345583942,6.3726540917657,5.62511116805853,6.59893867254404,1.96195408783895,16.9050587028186,17.8144777658219,0.493680221906199,0.384493510651119,0.388221905206207,0.332466771180046,0.599442245477291,0.482730280789913,0.55883632026751,0.44107238596795,64.9341121259963,64.8367656352144,116.309532936312,96.1228562418575,96.1228562418575,116.309532936312,20.1866766944541,-20.1866766944541,0.174171751322188,0.159260139445207,0.375392471956504,0.31791284899194,0.68208715100806,0.624607528043496,66.0325364356059,68.1518112984189,3
"3",2010,"Butler",1139,70.09375,60.03125,22.71875,21.1875,50.1875,51.125,6.75,5,19.75,16.1875,17.90625,12.65625,23.9375,18.3125,9.25,8.75,23.59375,20.40625,12.8125,10.53125,12.40625,13.6875,6.84375,5.1875,2.46875,3.0625,18.5,20.875,0.457791622094228,0.414603050166555,0.344757972301373,0.313841371552695,0.741678001069795,0.700397138240098,0.582182405263292,0.507805069878459,0.525567907595537,0.464119523952719,63.87625,64.12,110.082507205975,93.4701206451003,93.4701206451003,110.082507205975,16.612386560875,-16.612386560875,0.169830887330997,0.188058451964723,0.313103748161932,0.26970798934861,0.73029201065139,0.686896251838068,0.875,71.5305179329738,59.8647086773887,23.393990143585,21.289716067584,51.9506118890081,52.3199567848068,6.79080900703036,4.72299813105751,19.8822117744518,15.9225614148776,17.9517286387735,12.5622784111633,24.5183280908651,18.5320608857593,10.0884933608836,9.36161412810044,24.2167807893512,21.0067953639452,13.0163472816116,10.0179513258746,12.4386619356339,14.2636504705114,7.16303946165424,5.30300333442417,2.80383677758215,3.46350629175028,18.2913820244169,20.8957756930038,0.454957760456847,0.406519800015364,0.342236261149236,0.301584810177561,0.575770075779534,0.495374290702955,0.521272440448599,0.452540703467105,65.0888448237391,65.3760999169519,110.178330341856,91.2419812175021,91.2419812175021,110.178330341856,18.9363491243535,-18.9363491243535,0.165626956144166,0.191239649217855,0.322835717108831,0.275753515216058,0.724246484783942,0.677164282891169,64.560796410031,66.4610311627035,5
"4",2010,"BYU",1140,82.6060606060606,65.6666666666667,28.3939393939394,23,58.9090909090909,56.0606060606061,8.12121212121212,5.90909090909091,19.5454545454545,17.6060606060606,17.6969696969697,13.7575757575758,22.5151515151515,20.3939393939394,10.1818181818182,9.90909090909091,26.7878787878788,22.6363636363636,15.7878787878788,12.3939393939394,11.3030303030303,15.6060606060606,8.54545454545454,5.81818181818182,3.48484848484848,2.87878787878788,17.3636363636364,18.3636363636364,0.483463502338515,0.40866443495402,0.417225801065769,0.327537944356554,0.794329921885051,0.666064149307632,0.601562616846489,0.503590837654443,0.552670903332691,0.46166895157687,69.9369696969697,70.7309090909091,118.049244173246,92.6282397157195,92.6282397157195,118.049244173246,25.4210044575267,-25.4210044575267,0.14115217875946,0.1935768461687,0.311046371783517,0.263805996598051,0.736194003401949,0.688953628216483,0.848484848484849,83.106793810154,65.7483051615281,28.8848860566826,23.1123535510436,60.1027058523629,57.578957363675,7.93305960174915,5.74149948890619,19.0214895159388,17.1017157233914,17.4039620950397,13.7820985705348,22.2850351540351,20.4379690850824,10.9821993068323,11.0352348230958,27.0837034451966,22.6027810166389,15.8310770964228,12.0963761291153,11.9043416320202,16.042492265736,8.89736636524929,6.17010517219955,3.81779127235232,3.08522063978284,17.4726867602757,18.3964528961421,0.483597588663835,0.399483996737662,0.419063306094409,0.330028594738392,0.596796495102099,0.491513958065574,0.549852796624052,0.449323771856781,70.8302636453263,71.5789212037515,117.439655608513,91.3882585961473,91.3882585961473,117.439655608513,26.051397012366,-26.051397012366,0.145174776152869,0.19434784894339,0.327685515974973,0.283647197072966,0.716352802927034,0.672314484025027,70.5822104352369,66.7754315314369,1
"5",2010,"California",1143,77.969696969697,68.3939393939394,27.9090909090909,24.6363636363636,58.4545454545455,56.8484848484849,6.57575757575758,5.66666666666667,17.6363636363636,17.6363636363636,15.5757575757576,13.4545454545455,20.5757575757576,19.3030303030303,11.4848484848485,10.7575757575758,24.2727272727273,21.1212121212121,14.4545454545455,12.4545454545455,12,12.9393939393939,5.66666666666667,5.45454545454545,2.48484848484848,3.81818181818182,17,17.3939393939394,0.478819169976009,0.435463203857586,0.371739864724564,0.318690245247564,0.759199830600877,0.676666486268904,0.579435073557697,0.524040867898792,0.535151383596786,0.485542544959974,68.0230303030303,67.5236363636364,114.918986348042,100.874003508394,100.874003508394,114.918986348042,14.044982839648,-14.044982839648,0.150720771450367,0.165648554495369,0.350720715220502,0.304762205101626,0.695237794898374,0.649279284779498,0.696969696969697,80.7447925695412,67.0768709203259,28.849065728814,24.0998276665446,59.4501277166093,57.6920236580118,6.73164206521128,5.86238201734359,17.6187973370211,18.5499975015269,16.3150190467019,13.0148335698932,21.7474518413358,18.7492110267761,12.1565111832197,11.0526234488123,25.5525142689283,20.9957209984644,15.3118235344947,12.0296211325318,11.7193156720737,13.2700868042871,6.0361459825016,5.23422230657522,3.12463106272163,3.66591886952083,17.0864978516364,18.301696444177,0.488477572525713,0.418998983272892,0.37985013770074,0.311619486371731,0.588939761499671,0.508905243257579,0.545152569897304,0.469883235340163,68.581811015651,68.1591398652681,118.185363302627,98.0626913524294,98.0626913524294,118.185363302627,20.1226719501979,-20.1226719501979,0.144276227020722,0.167186598327738,0.364629916493264,0.298668501640781,0.701331498359219,0.635370083506736,68.220412478713,66.5766234273548,1
"6",2010,"Clemson",1155,73.2903225806452,63.8387096774194,26.5483870967742,23.0967741935484,58.5483870967742,55.1612903225806,6.58064516129032,4.61290322580645,19.5806451612903,15.6774193548387,13.6129032258065,13.0322580645161,20.6451612903226,19.258064516129,12.9677419354839,12,23.7096774193548,22.9032258064516,14.1612903225806,11.7096774193548,14.8387096774194,17.4838709677419,9.64516129032258,8,4.83870967741935,3.12903225806452,17.4838709677419,18.4193548387097,0.452567941777964,0.421563325396775,0.32706693569422,0.29761703216462,0.667935952723057,0.679348127488751,0.542120933116723,0.503050196869564,0.508970180556744,0.463427232368316,69.5032258064516,69.1187096774194,105.347118679796,93.0203741727712,93.0203741727712,105.347118679796,12.326744507025,-12.326744507025,0.180076281375516,0.215092689511497,0.356009194554971,0.335996855817091,0.664003144182909,0.643990805445029,0.67741935483871,74.9111282006424,61.8425541509197,26.7348504799203,21.9834533341529,56.8294713774303,53.4828665745329,6.83169918436051,4.85161663011333,19.3678394091551,16.2870328792238,14.6097280564413,13.0240308525006,21.8153041821737,19.3642911124615,12.1667779058812,11.1862056346408,24.2371804911805,22.0274889135137,14.6976379124542,11.4110230231876,14.5511204634943,17.5821933540326,9.57294305552541,7.70383307465703,4.73158461299939,2.38313922373156,17.4908619984119,18.9940975920326,0.468487626383794,0.414317339125171,0.346176543956882,0.298085923881793,0.563998314434099,0.500628680021247,0.528820753343584,0.459842309011154,68.8125477751999,68.3991423834077,108.700535480335,91.158382990563,91.158382990563,108.700535480335,17.5421524897723,-17.5421524897723,0.179977558965285,0.219761688750045,0.349909755367249,0.315960764779202,0.684039235220798,0.650090244632751,69.035949325097,67.2987209895729,0
"7",2010,"Cornell",1165,75.1724137931034,64.551724137931,26.7586206896552,22.0689655172414,56.1034482758621,52.3448275862069,9.79310344827586,5.75862068965517,22.3793103448276,16.3103448275862,11.8620689655172,14.6551724137931,16.2068965517241,20.3793103448276,10.2758620689655,9.89655172413793,23.1724137931034,21.5172413793103,16.2413793103448,11.3448275862069,12.2413793103448,13.7931034482759,7.13793103448276,6.3448275862069,3.62068965517241,2.79310344827586,18.2413793103448,16.8275862068966,0.476702542628971,0.420338954446431,0.433665863906665,0.34053084333928,0.725968144399432,0.706763839159114,0.595047013839379,0.52609020758904,0.563421777273771,0.47494306882576,65.2,65.208275862069,115.017774111254,98.9418954106291,98.9418954106291,115.017774111254,16.0758787006245,-16.0758787006245,0.163112032668048,0.185352512099523,0.315368742680212,0.296500785027539,0.703499214972461,0.684631257319788,0.862068965517241,75.9917617448408,66.6641656078286,26.8173047210935,22.7229864003883,56.0331936049127,53.424931155135,9.86079790141876,6.06431854264679,22.8571192676721,16.8813507586211,12.4963544012349,15.1538742644053,17.429972934835,21.4260599089458,10.425299387328,10.5808177557382,23.2107188461983,21.5424186863229,16.18821413913,11.2393385779239,12.7711901907577,13.7560746622801,7.06282693411503,6.51277975827172,3.46322451124442,2.56295065846719,18.8702656893646,17.4300703697767,0.478861856284658,0.424748758182916,0.429530070356812,0.345139654226125,0.597593321208814,0.530812029394852,0.566495367313678,0.481116905135465,66.0482724996698,66.0276544216131,115.056734327872,101.03344018317,101.03344018317,115.056734327872,14.0232941447026,-14.0232941447026,0.166874262210973,0.180967489781529,0.318092232903854,0.309464844282887,0.690535155717113,0.681907767096146,65.6159631924976,66.6118773112713,2
"8",2010,"Duke",1181,77.9705882352941,61.7058823529412,26.5,22.3823529411765,60.2058823529412,55.4117647058824,7.55882352941176,3.85294117647059,19.7647058823529,13.6764705882353,17.4117647058824,13.0882352941176,22.8235294117647,19.1176470588235,14.6176470588235,11.7941176470588,24.4411764705882,21.3529411764706,13.9411764705882,11.0294117647059,11.1176470588235,14.7941176470588,6.94117647058824,5.29411764705882,4.20588235294118,3.88235294117647,18.5294117647059,19.7352941176471,0.441180502159773,0.406713765438824,0.373768131744,0.26959381613247,0.755716166234069,0.692398353106389,0.555055481607416,0.485144201044415,0.503354482411166,0.441340999024306,66.7482352941176,66.8235294117647,116.332444314055,92.4347113986138,92.4347113986138,116.332444314055,23.897732915441,-23.897732915441,0.137388346204742,0.187230365899777,0.40057859491909,0.322546076431434,0.677453923568566,0.59942140508091,0.852941176470588,79.9528555233535,59.1968741183684,26.6635125974272,20.9246007697685,57.8843192056133,53.7941878351157,7.74221749034349,4.22203192711857,19.3534090414475,14.8474454311527,18.8836128381557,13.1256406517129,24.8505194379195,18.9740918048071,13.9839884812881,10.8598211674141,25.1671980004065,19.9185318897437,14.472661128529,10.0206746144113,11.1873919956016,14.7765146368871,6.61558582111748,5.15178859395765,4.07512100292599,2.95932229383748,18.5574946938941,20.9531410896925,0.460779292028894,0.393274657819882,0.390312479888389,0.268413802096564,0.58129029358635,0.47944586385755,0.526869143809677,0.432532712696612,66.0219512726113,66.0594816987038,120.200851155242,89.867656845193,89.867656845193,120.200851155242,30.3331943100491,-30.3331943100491,0.141424139797315,0.191215504196339,0.402308327618758,0.297580676225684,0.702419323774316,0.597691672381242,66.4060338691877,67.403551056488,6
"9",2010,"ETSU",1190,69.030303030303,66.3939393939394,24.4848484848485,22.5151515151515,56.3939393939394,54.3030303030303,5.12121212121212,7.21212121212121,16.3030303030303,22.1212121212121,14.9393939393939,14.1515151515152,22.5757575757576,21.3636363636364,12.6666666666667,12.0909090909091,23.6666666666667,23.3939393939394,10.8787878787879,12.7878787878788,14.6666666666667,16.7272727272727,8.27272727272727,7.21212121212121,3.18181818181818,3.54545454545455,19.0909090909091,18.9090909090909,0.436338336483301,0.415942998492721,0.302053972103696,0.323114444436577,0.66508517577667,0.654272922037044,0.522896245354184,0.519795383666104,0.48213702683303,0.482342124827387,68.3272727272727,68.3393939393939,100.989345022612,96.8114373255896,96.8114373255896,100.989345022612,4.17790769702259,-4.17790769702259,0.182107428813938,0.208529704114203,0.350566846354772,0.333608275346454,0.666391724653546,0.649433153645228,0.575757575757576,68.3688042621135,65.7011379825044,24.258468066308,22.4224261883462,56.1582286498231,54.2070245431859,4.87009772163311,6.80852221035428,15.7401869171005,20.8874555527816,14.9817704078644,14.0477633954578,22.322099786138,21.0777311555444,12.0250184724259,11.4168479779928,24.1456891259435,23.7853848777706,10.4102983051952,12.3050919485851,13.7973547341193,15.6785039976234,7.69643222879821,6.6230516868333,3.10603426960175,3.64001962409715,18.8709614044205,18.7196445823163,0.433442243035361,0.414430642169734,0.300598130096439,0.32538179021394,0.51994522918013,0.515935928291489,0.477247693817779,0.477462328693055,67.7522888174173,67.7428822712561,100.918372955513,96.7377109013971,96.7377109013971,100.918372955513,4.180662054116,-4.180662054116,0.173413618423419,0.197551890677476,0.334798747451121,0.31566766641204,0.68433233358796,0.665201252548879,68.0348858751623,67.3221500309055,0
"10",2010,"Florida",1196,71.6060606060606,65.4242424242424,25.9393939393939,24.5151515151515,58.4242424242424,57.1818181818182,5.84848484848485,6.03030303030303,18.6666666666667,18.7878787878788,13.8787878787879,10.3636363636364,19.7575757575758,15.3939393939394,13.1818181818182,11.6969696969697,23.7878787878788,22.7575757575758,14.0606060606061,12.969696969697,12.1818181818182,13.7272727272727,7.15151515151515,6.51515151515152,2.72727272727273,4.03030303030303,14.4545454545455,17.1818181818182,0.446382503959985,0.429552984364214,0.30176287397099,0.323594772659473,0.687165773487917,0.665234889099547,0.535987883716336,0.512249260723494,0.496439674989725,0.483623648875909,66.1175757575758,65.9854545454545,108.347424528636,99.5023031427255,99.5023031427255,108.347424528636,8.84512138591044,-8.84512138591044,0.153692062822532,0.176360148758484,0.363546302657693,0.328553355466189,0.671446644533811,0.636453697342307,0.636363636363636,71.5721860317115,62.7235160537539,25.6075430860715,23.1732890691578,56.3013002286185,55.5320968029662,5.76428167504347,5.79640442181805,17.9909983807624,18.1376541026911,14.592818184525,10.5805334936203,20.7015974253758,15.482161597026,12.3565538456564,11.2307306916404,23.8778908681198,22.0418442183223,14.5182059535105,12.5894981728261,11.9416639839674,13.6516377086471,6.89977763863754,6.17568977332273,2.60349126379221,2.86040660932062,14.7230923260632,17.9357353563912,0.455865090445768,0.418732569467602,0.308656843861072,0.321287425254068,0.549311012532614,0.505079098416294,0.507517536661535,0.472598490201474,64.9951132340949,64.7651549226643,109.840383692086,97.4748343667979,97.4748343667979,109.840383692086,12.3655493252877,-12.3655493252877,0.155671902178411,0.17891160822982,0.352467362316616,0.317040916854908,0.682959083145092,0.647532637683384,65.5015298058627,67.573687918387,0
