"","Season","TeamID","TeamName","SOS","ConfAbbrev","Adjusted_EM_Conf"
"1",2021,1246,"Kentucky",8.42718773710117,"sec",15.9474460020914
"2",2021,1336,"Penn St",8.00771280782966,"big_ten",20.5537965815648
"3",2021,1452,"West Virginia",7.81154442055911,"big_twelve",16.3446906619757
"4",2021,1235,"Iowa St",7.54118207994747,"big_twelve",16.3446906619757
"5",2021,1281,"Missouri",7.38862325251371,"sec",15.9474460020914
"6",2021,1376,"South Carolina",7.2556084067196,"sec",15.9474460020914
"7",2021,1104,"Alabama",7.2360549145462,"sec",15.9474460020914
"8",2021,1326,"Ohio St",6.96312635022462,"big_ten",20.5537965815648
"9",2021,1388,"St Mary's CA",6.75634729963529,"wcc",9.33856847045234
"10",2021,1304,"Nebraska",6.75425039881595,"big_ten",20.5537965815648
"11",2021,1329,"Oklahoma St",6.75176749624276,"big_twelve",16.3446906619757
"12",2021,1120,"Auburn",6.68983505976539,"sec",15.9474460020914
"13",2021,1196,"Florida",6.54809281993439,"sec",15.9474460020914
"14",2021,1268,"Maryland",6.51753204849896,"big_ten",20.5537965815648
"15",2021,1231,"Indiana",6.51049710433081,"big_ten",20.5537965815648
"16",2021,1278,"Minnesota",6.43518922914097,"big_ten",20.5537965815648
"17",2021,1207,"Georgetown",6.37057307647631,"big_east",13.9389807894023
"18",2021,1242,"Kansas",6.35298454286088,"big_twelve",16.3446906619757
"19",2021,1353,"Rutgers",6.28850719494856,"big_ten",20.5537965815648
"20",2021,1261,"LSU",6.24281080364659,"sec",15.9474460020914
"21",2021,1449,"Washington",6.18289678117999,"pac_twelve",14.8010405282206
"22",2021,1400,"Texas",6.18044566491516,"big_twelve",16.3446906619757
"23",2021,1243,"Kansas St",6.04706185631688,"big_twelve",16.3446906619757
"24",2021,1277,"Michigan St",5.96542946331391,"big_ten",20.5537965815648
"25",2021,1458,"Wisconsin",5.94919547709721,"big_ten",20.5537965815648
"26",2021,1140,"BYU",5.87991634419423,"wcc",9.33856847045234
"27",2021,1276,"Michigan",5.75605267190735,"big_ten",20.5537965815648
"28",2021,1314,"North Carolina",5.60846926639473,"acc",13.7232442089923
"29",2021,1345,"Purdue",5.55826536834255,"big_ten",20.5537965815648
"30",2021,1155,"Clemson",5.42091250574336,"acc",13.7232442089923
"31",2021,1113,"Arizona St",5.18581319486469,"pac_twelve",14.8010405282206
"32",2021,1257,"Louisville",5.17920231366569,"acc",13.7232442089923
"33",2021,1386,"St Joseph's PA",5.13108044397746,"a_ten",7.29411101960277
"34",2021,1139,"Butler",5.07284358742402,"big_east",13.9389807894023
"35",2021,1321,"Northwestern",5.06978556183293,"big_ten",20.5537965815648
"36",2021,1323,"Notre Dame",5.05054844855606,"acc",13.7232442089923
"37",2021,1208,"Georgia",5.04137058720662,"sec",15.9474460020914
"38",2021,1228,"Illinois",5.02498933710384,"big_ten",20.5537965815648
"39",2021,1433,"VCU",4.98276696732963,"a_ten",7.29411101960277
"40",2021,1371,"Seton Hall",4.90265856390057,"big_east",13.9389807894023
"41",2021,1337,"Pepperdine",4.86153790913525,"wcc",9.33856847045234
"42",2021,1397,"Tennessee",4.85780326049722,"sec",15.9474460020914
"43",2021,1425,"USC",4.85434202965228,"pac_twelve",14.8010405282206
"44",2021,1393,"Syracuse",4.76141488264642,"acc",13.7232442089923
"45",2021,1416,"UCF",4.71164102888084,"aac",9.34607011255309
"46",2021,1403,"Texas Tech",4.70431794912972,"big_twelve",16.3446906619757
"47",2021,1153,"Cincinnati",4.62331584555947,"aac",9.34607011255309
"48",2021,1130,"Boston College",4.45698384485142,"acc",13.7232442089923
"49",2021,1116,"Arkansas",4.41298081088288,"sec",15.9474460020914
"50",2021,1234,"Iowa",4.32479562692597,"big_ten",20.5537965815648
"51",2021,1448,"Wake Forest",4.29532913293822,"acc",13.7232442089923
"52",2021,1328,"Oklahoma",4.26395411018074,"big_twelve",16.3446906619757
"53",2021,1344,"Providence",4.24812141610083,"big_east",13.9389807894023
"54",2021,1199,"Florida St",4.19390486183383,"acc",13.7232442089923
"55",2021,1438,"Virginia",4.18441209837981,"acc",13.7232442089923
"56",2021,1417,"UCLA",4.18195091743035,"pac_twelve",14.8010405282206
"57",2021,1333,"Oregon St",4.15640549251606,"pac_twelve",14.8010405282206
"58",2021,1435,"Vanderbilt",4.06620967790478,"sec",15.9474460020914
"59",2021,1143,"California",4.06399876181932,"pac_twelve",14.8010405282206
"60",2021,1390,"Stanford",4.03671473708722,"pac_twelve",14.8010405282206
"61",2021,1266,"Marquette",3.99564921679896,"big_east",13.9389807894023
"62",2021,1274,"Miami FL",3.9941532615519,"acc",13.7232442089923
"63",2021,1210,"Georgia Tech",3.92078852232966,"acc",13.7232442089923
"64",2021,1428,"Utah",3.90305422276491,"pac_twelve",14.8010405282206
"65",2021,1350,"Richmond",3.85614660022465,"a_ten",7.29411101960277
"66",2021,1177,"DePaul",3.83561321821679,"big_east",13.9389807894023
"67",2021,1181,"Duke",3.82367133232934,"acc",13.7232442089923
"68",2021,1280,"Mississippi St",3.70537132551691,"sec",15.9474460020914
"69",2021,1395,"TCU",3.70306699185787,"big_twelve",16.3446906619757
"70",2021,1334,"Pacific",3.60386482704203,"wcc",9.33856847045234
"71",2021,1437,"Villanova",3.58309094650324,"big_east",13.9389807894023
"72",2021,1378,"South Florida",3.5610059023393,"aac",9.34607011255309
"73",2021,1160,"Colorado",3.43881420161817,"pac_twelve",14.8010405282206
"74",2021,1385,"St John's",3.39384373033183,"big_east",13.9389807894023
"75",2021,1163,"Connecticut",3.34579349096867,"big_east",13.9389807894023
"76",2021,1382,"St Bonaventure",3.32854014233494,"a_ten",7.29411101960277
"77",2021,1471,"UC San Diego",3.25523666617611,"big_west",-7.79015294848786
"78",2021,1112,"Arizona",3.23165485208981,"pac_twelve",14.8010405282206
"79",2021,1301,"NC State",3.17561883622483,"acc",13.7232442089923
"80",2021,1131,"Boston Univ",3.17217323794032,"patriot",3.74009809569717
"81",2021,1455,"Wichita St",3.10811164680202,"aac",9.34607011255309
"82",2021,1119,"Army",3.03396858145829,"patriot",3.74009809569717
"83",2021,1338,"Pittsburgh",3.00755112577539,"acc",13.7232442089923
"84",2021,1190,"ETSU",3.00363652065736,"southern",2.41525966804729
"85",2021,1320,"Northern Iowa",2.90843043914655,"mvc",2.0009264012159
"86",2021,1360,"San Diego",2.88932202217818,"wcc",9.33856847045234
"87",2021,1166,"Creighton",2.87599389704487,"big_east",13.9389807894023
