"","Season","TeamName","TeamID","Score","OppScore","FGM","OppFGM","FGA","OppFGA","FGM3","OppFGM3","FGA3","OppFGA3","FTM","OppFTM","FTA","OppFTA","OR","OppOR","DR","OppDR","Ast","OppAst","TO","OppTO","Stl","OppStl","Blk","OppBlk","PF","OppPF","FGPercentage","OppFGPercentage","ThreePercentage","OppThreePercentage","FTPercentage","OppFTPercentage","TSPercentage","OppTSPercentage","EffectiveFGPercentage","OppEffectiveFGPercentage","Possessions","OppPossessions","OE","OppOE","DE","OppDE","TurnoverPercentage","OppTurnoverPercentage","ORPercentage","OppORPercentage","DRPercentage","OppDRPercentage","EM","WinPercentage"
"1",2010,"Air Force",1102,55.6206896551724,62.9655172413793,20,21.448275862069,45.5862068965517,47.1034482758621,5.62068965517241,7.20689655172414,18.1034482758621,20.8275862068966,10,12.8620689655172,15.6896551724138,18.8275862068966,6.75862068965517,8.86206896551724,19.8620689655172,22.2068965517241,12.2758620689655,13,12.7931034482759,11.6551724137931,4.82758620689655,5.93103448275862,1.51724137931034,2.93103448275862,17.551724137931,16.0344827586207,0.438739121792891,0.459522098780991,0.309770719121098,0.352032764288122,0.623896046831982,0.6948108428044,0.528932981108341,0.572443163723249,0.499690542731497,0.536207708941269,58.5241379310345,58.1806896551724,95.0177076330641,108.344502415231,108.344502415231,95.0177076330641,0.195446422846037,0.176291986872627,0.235564412530105,0.302027590674742,0.697972409325258,0.764435587469895,-13.3267947821667,0.275862068965517
"2",2010,"Akron",1103,71.030303030303,66.4545454545455,25.0909090909091,22.7878787878788,57.6363636363636,53.7878787878788,6.60606060606061,4.96969696969697,19.5151515151515,15.2727272727273,14.2424242424242,15.9090909090909,21.3939393939394,22.5454545454545,13.4545454545455,11.4242424242424,22.6969696969697,22.2424242424242,13.5151515151515,10.8484848484848,13.6666666666667,14.3333333333333,6.24242424242424,7.06060606060606,3.18181818181818,2.60606060606061,19.8787878787879,19.3333333333333,0.437591746495565,0.428065831163411,0.338884305913913,0.317487201578512,0.661783771974298,0.701274468351994,0.531593512965968,0.525189735290307,0.49555433245425,0.474855276192736,67.2618181818182,66.6169696969697,105.406567682268,99.51872476999,99.51872476999,105.406567682268,0.169806729980156,0.186455654246515,0.37454688861605,0.32549495172268,0.67450504827732,0.62545311138395,5.88784291227753,0.696969696969697
"3",2010,"Alabama",1104,68.5,64.78125,24.71875,23,56.0625,54.1875,5.46875,5.65625,15.625,17.8125,13.59375,13.125,19.21875,19.78125,12.0625,12,23.125,22.4375,13.40625,11.1875,12.8125,13.9375,7.78125,5.8125,3.96875,4.09375,18.21875,16.65625,0.443948195945089,0.426027194072399,0.353068540533469,0.317894671356485,0.707632438184057,0.641255087543922,0.532662452724376,0.515882473669895,0.49375127928457,0.478570976553903,65.26875,64.82875,104.975673747998,99.744379002479,99.744379002479,104.975673747998,0.166513169913244,0.182952929988354,0.344359782770352,0.343356086688216,0.656643913311784,0.655640217229648,5.23129474551915,0.53125
"4",2010,"Alabama A&M",1105,63.8260869565217,70.304347826087,21.1739130434783,24.8260869565217,57.1739130434783,56.9130434782609,3.82608695652174,5.1304347826087,13.5652173913043,16.3478260869565,17.6521739130435,15.5217391304348,27.5217391304348,24.5217391304348,13.9565217391304,15.2608695652174,21.6086956521739,27.1739130434783,9.69565217391304,14.304347826087,15.9130434782609,18.8260869565217,9.39130434782609,8.08695652173913,5.21739130434783,5.30434782608696,20.6521739130435,20.8260869565217,0.369930901147097,0.434766336455799,0.281682744948326,0.31134085063618,0.618919296138066,0.637356207214328,0.459420569926987,0.519457626364538,0.403458895452211,0.479392242665156,71.24,71.2678260869565,89.6801892057668,98.5931592816972,98.5931592816972,89.6801892057668,0.185276113505859,0.217484619238801,0.338637681686283,0.416214105131135,0.583785894868865,0.661362318313717,-8.9129700759304,0.347826086956522
"5",2010,"Alabama St",1106,64.0357142857143,66.4285714285714,21.2142857142857,22.3571428571429,53.5,50.8571428571429,5.92857142857143,5,19.0714285714286,14.0357142857143,15.6785714285714,16.7142857142857,24.25,24.8571428571429,13.3571428571429,10.25,22.3214285714286,23.6071428571429,12.6428571428571,11.3928571428571,16.2142857142857,15.9642857142857,7.46428571428571,7.85714285714286,4.17857142857143,3.57142857142857,20.8214285714286,21.3214285714286,0.39651449544352,0.43999946348312,0.310966093223066,0.338951750908874,0.64927746339628,0.676146881236709,0.497931164724951,0.538608211644798,0.452043319242249,0.488920291123407,67.0271428571429,67.5085714285714,95.6867651088859,98.1733569808195,98.1733569808195,95.6867651088859,0.200592060674589,0.204823762282858,0.36428602522008,0.312230603054907,0.687769396945093,0.63571397477992,-2.48659187193362,0.464285714285714
"6",2010,"Alcorn St",1108,60.6451612903226,82,21,28.6451612903226,55.3870967741936,61.6774193548387,4.35483870967742,7.19354838709677,14.0967741935484,18.7741935483871,14.2903225806452,17.5161290322581,23.3870967741935,27.5806451612903,11.4838709677419,15.0645161290323,22.8709677419355,27.8064516129032,8.67741935483871,18.258064516129,20.7096774193548,15.741935483871,6.90322580645161,10.7741935483871,3.16129032258065,5.41935483870968,21.6129032258065,20.2903225806452,0.379157256037562,0.462321055160954,0.301436983245578,0.381861471511785,0.6098562608445,0.64013303184118,0.461918637405882,0.554757049229927,0.41788833268638,0.520168116382486,74.9032258064516,74.4903225806452,81.2663427963568,109.909725759538,109.909725759538,81.2663427963568,0.237605597369507,0.175753533306939,0.288748566947797,0.393027667138779,0.606972332861221,0.711251433052203,-28.6433829631812,0.0645161290322581
"7",2010,"American Univ",1110,62.6129032258064,67.1935483870968,21.9677419354839,23.6129032258065,51.7096774193548,55.1290322580645,5.93548387096774,5.45161290322581,17.2258064516129,15.3870967741935,12.741935483871,14.5161290322581,18.4193548387097,21.4193548387097,9.80645161290323,9.48387096774194,25.5806451612903,22.6774193548387,14.4193548387097,12.4838709677419,14.7741935483871,9.58064516129032,3.51612903225806,7.90322580645161,2.61290322580645,2.90322580645161,19.0322580645161,17.2258064516129,0.427420991078397,0.429208739806138,0.342675374982018,0.36126577084941,0.700253022248368,0.664952038175272,0.52526999485432,0.521195422210783,0.485289595902756,0.478996489327839,64.781935483871,64.6503225806452,96.7528076314201,104.168236133438,104.168236133438,96.7528076314201,0.198934088541713,0.1284342748915,0.304984883064606,0.271760516257227,0.728239483742773,0.695015116935394,-7.41542850201771,0.354838709677419
"8",2010,"Appalachian St",1111,73.258064516129,68.9677419354839,24.8387096774194,24.4193548387097,52.4516129032258,58,7.12903225806452,7.80645161290323,18.0322580645161,22.2258064516129,16.4516129032258,12.3225806451613,22,18.8709677419355,10.7741935483871,10.1290322580645,27.1612903225806,19.8387096774194,11.1935483870968,13.3548387096774,15.0322580645161,10.4193548387097,5.38709677419355,7,2.90322580645161,2.45161290322581,17.741935483871,19.7096774193548,0.476556397981912,0.423226720372914,0.398845356281207,0.353283430591142,0.744073469559462,0.678914914413017,0.59163777181393,0.523581968396094,0.545073012151777,0.492221278657695,66.3896774193548,66.5935483870968,110.196338395682,103.478766605823,103.478766605823,110.196338395682,0.195946068981033,0.135514967204915,0.357300184630851,0.261449631423232,0.738550368576768,0.642699815369149,6.71757178985883,0.645161290322581
"9",2010,"Arizona",1112,71.9032258064516,72.0322580645161,24.0322580645161,25.3870967741935,54.2258064516129,58.0645161290323,6.25806451612903,5.80645161290323,17.4838709677419,18.5161290322581,17.5806451612903,15.4516129032258,24,22.2258064516129,9.74193548387097,11.2903225806452,24.5161290322581,23.1290322580645,12.3870967741935,12.741935483871,14.0645161290323,12.8709677419355,6,5.83870967741935,2.51612903225806,3.48387096774194,19.1935483870968,20.0322580645161,0.444038055596421,0.439398432114066,0.357117556701304,0.305600516543882,0.725896176707804,0.693677775833745,0.555743374846518,0.533191071675501,0.502496161827653,0.489797934762106,69.1083870967742,69.4245161290323,103.944142066163,103.958358983721,103.958358983721,103.944142066163,0.179222435764197,0.158870599206903,0.292482237646073,0.315219361044915,0.684780638955085,0.707517762353927,-0.0142169175583167,0.516129032258065
"10",2010,"Arizona St",1113,66.75,58.46875,22.5625,20.40625,50.03125,50.84375,8.1875,5.5,22.25,17.25,13.4375,12.15625,18.9375,17.8125,8.6875,10.40625,23.1875,21.5,13.875,12.1875,11.65625,12.9375,6.65625,5.5,2.5,2.4375,16.5,17.53125,0.450298018714362,0.40693357069424,0.368168616075943,0.321793851905944,0.704667581646847,0.678173279329674,0.570987423941729,0.502189386883115,0.532277201476917,0.463580171790069,61.3325,61.2125,108.779554288504,95.4574647065997,95.4574647065997,108.779554288504,0.165327618220804,0.180325645284333,0.288066468519406,0.300857730009354,0.699142269990646,0.711933531480594,13.3220895819044,0.6875
"11",2010,"Ark Little Rock",1114,66.0714285714286,73.8928571428571,21.6785714285714,25.25,51.75,56.4642857142857,6.10714285714286,7.78571428571429,16.1428571428571,21.8214285714286,16.6071428571429,15.6071428571429,23.8214285714286,22.4642857142857,9.60714285714286,11.3928571428571,23.5714285714286,24.2142857142857,11.3928571428571,15.4642857142857,13.4642857142857,11.8214285714286,4.71428571428571,5.32142857142857,2.53571428571429,3.42857142857143,20.1428571428571,19.8214285714286,0.420356798890756,0.449469339504427,0.377348613050219,0.35461384756714,0.687916541190317,0.694353468197825,0.533631465896029,0.558478949303725,0.480397879303908,0.519314410546975,66.0885714285714,66.7771428571429,100.123131882295,110.530519038277,110.530519038277,100.123131882295,0.178419327443968,0.152023329631474,0.28333517798318,0.320544187854037,0.679455812145963,0.71666482201682,-10.4073871559816,0.214285714285714
"12",2010,"Ark Pine Bluff",1115,64.40625,64.6875,21.59375,20.5625,52.53125,50.5625,4.09375,5.0625,13.46875,15.4375,17.125,18.5,25.8125,27.875,12.59375,9.1875,25.625,22.40625,12.53125,11.71875,16.9375,14.125,6.84375,7.90625,3.4375,4.375,22.78125,21.03125,0.413329524781614,0.407843078186061,0.325277201567353,0.315636651199248,0.647431226532915,0.662518863814869,0.505899866972872,0.515081209895167,0.453051922094835,0.458259110114874,68.2325,67.765,94.042440788177,95.4497854115053,95.4497854115053,94.042440788177,0.21091226160065,0.182622275235339,0.355596621730883,0.256989351478795,0.743010648521205,0.644403378269117,-1.40734462332829,0.53125
