"","Season","TeamName","TeamID","Adjusted_Score","Adjusted_OppScore","Adjusted_FGM","Adjusted_OppFGM","Adjusted_FGA","Adjusted_OppFGA","Adjusted_FGM3","Adjusted_OppFGM3","Adjusted_FGA3","Adjusted_OppFGA3","Adjusted_FTM","Adjusted_OppFTM","Adjusted_FTA","Adjusted_OppFTA","Adjusted_OR","Adjusted_OppOR","Adjusted_DR","Adjusted_OppDR","Adjusted_Ast","Adjusted_OppAst","Adjusted_TO","Adjusted_OppTO","Adjusted_Stl","Adjusted_OppStl","Adjusted_Blk","Adjusted_OppBlk","Adjusted_PF","Adjusted_OppPF","Adjusted_FGPercentage","Adjusted_OppFGPercentage","Adjusted_ThreePercentage","Adjusted_OppThreePercentage","Adjusted_TSPercentage","Adjusted_OppTSPercentage","Adjusted_EffectiveFGPercentage","Adjusted_OppEffectiveFGPercentage","Adjusted_Possessions","Adjusted_OppPossessions","Adjusted_OE","Adjusted_OppOE","Adjusted_DE","Adjusted_OppDE","Adjusted_TurnoverPercentage","Adjusted_OppTurnoverPercentage","Adjusted_ORPercentage","Adjusted_OppORPercentage","Adjusted_DRPercentage","Adjusted_EM","Adjusted_OppEM","Adjusted_Tempo","Adjusted_OppTempo","WinPercentage"
"1",2010,"Air Force",1102,56.1502737649925,61.6510319669568,20.3697868982323,21.3681860389551,46.5391086950494,47.6831031309885,5.62188139220734,7.00222023164995,17.8587113134506,20.1792913012806,9.78881857632054,11.9124396573966,15.28359135392,17.5552151357699,7.5318769836797,9.53223967371366,19.6864438233728,21.8434082230674,12.3319257842901,12.8834904836699,12.3699301072478,11.9399811405351,5.09453030096619,5.57428900567112,1.85822500575407,2.82843448024213,16.9724420581881,15.7267134314542,0.43893614049892,0.454371195473608,0.317320672420291,0.354807753138752,0.527494816415116,0.562454040733276,0.49925187657055,0.528886307605401,58.1019420143423,57.8151392575486,96.4914476930349,106.848596505202,106.848596505202,96.4914476930349,0.189691058751192,0.179090223037028,0.254196520971329,0.316443377915825,0.683556622084175,-10.3571488121667,10.3571488121667,58.2754703805616,67.1006459852763,0.275862068965517
"2",2010,"Akron",1103,71.6965952861059,67.6010406617878,25.2735580368639,23.5470796375013,58.2918230159776,54.5925240512901,6.64075215032798,5.0367476324847,19.6017654577467,15.0401620455809,14.5087270620502,15.4701337543005,21.8120113839774,22.0610052692897,13.5968095009351,11.4421031472618,22.616761523238,22.5058170192582,13.3219096246684,11.1723750503219,13.7537250770608,14.6388473673701,6.35227713274986,6.93947632721079,3.18779248938113,2.93914299055978,19.5921090811124,19.3736055659351,0.435330969750103,0.435018515039725,0.337494860862175,0.323604051841831,0.529386669917112,0.528823475945592,0.492729367760487,0.481671277842843,68.0460236010534,67.4961105898859,105.126969554173,99.9295716650685,99.9295716650685,105.126969554173,0.168883508552285,0.188086931587134,0.374777241434627,0.326854838470763,0.673145161529238,5.19739788910463,-5.19739788910463,67.5284294390898,66.4346670730386,0.696969696969697
"3",2010,"Alabama",1104,68.7952016130206,62.1060433100448,24.666714080528,21.9485849783438,54.7507107891787,52.7328311928368,5.34592217762566,4.98957918531155,15.194315662193,15.9753209898861,14.1158512743389,13.2192941680456,19.9490590583662,19.7239184837494,11.5091896888969,11.4034066435,23.3997398741522,22.004640941773,13.8617305499062,11.0138952113321,12.6712072498082,14.1626592040831,7.73378508028292,5.5401059889498,3.88868102592494,3.12134896915646,18.3639412394772,17.254635077172,0.452266614768,0.41847691338352,0.354333006931901,0.31568887875377,0.54245063873195,0.507297493190426,0.502271779989709,0.466458244947031,64.6903143357712,64.1706078862696,106.122229603078,96.9553748169538,96.9553748169538,106.122229603078,0.167606709658408,0.187764185809115,0.336512997088087,0.329818807476756,0.670181192523244,9.166854786124,-9.166854786124,64.8447402372643,67.2277123354702,0.53125
"4",2010,"Alabama A&M",1105,63.0112658316876,74.5594542161828,21.3973262609473,26.49855025754,57.8284577017338,57.2559687467196,4.12432673252956,5.7719809686525,14.2125464705918,16.7295171061973,16.0922865772634,15.7903727324503,24.2070017714306,23.4082258427301,13.4729585475732,14.6557309075465,20.209142627583,27.2518646781419,9.38321281675002,15.4426543818603,14.2722965947463,16.4001220466492,8.16810970075773,7.28192830140181,4.90066293623327,5.10429335089091,20.0149963307884,19.2983437428167,0.369884827863567,0.463085511932908,0.289647231808147,0.341742711545087,0.460593031386504,0.554356175710001,0.405969896478046,0.51371547167208,69.2788765283363,69.2999792566236,91.4503638890903,107.581346888217,107.581346888217,91.4503638890903,0.170806387430144,0.193529228243364,0.329772445015683,0.414783355158072,0.585216644841928,-16.1309829991267,16.1309829991267,70.2507267077739,68.0268889084388,0.347826086956522
"5",2010,"Alabama St",1106,62.9918191184477,70.0498168748015,21.3152964043552,23.8614505186697,53.6152497152548,51.0659337767469,6.23771263156747,5.84923170389627,19.498775508506,15.1867572886633,14.1235136781697,16.4776841335657,21.0576326979669,23.1730483225109,12.5230371180575,9.86406284382733,20.7300754285055,23.6341717885986,12.0935938727264,12.4903847957888,14.7311390271441,14.0823324449617,6.50979972471828,7.08456311433845,3.54207986279401,3.51135677177313,20.0919887755309,19.6563356453414,0.398662918144519,0.465997485900995,0.323667173522578,0.367090233733527,0.501164047550349,0.571348675441652,0.457305701565012,0.522887565587169,65.0887100114468,65.4803446397861,97.0251806665843,106.361201583687,106.361201583687,97.0251806665843,0.188988568614225,0.187299415922412,0.348672663104143,0.317877839903765,0.682122160096235,-9.3360209171029,9.3360209171029,66.1368673330094,68.1546923825822,0.464285714285714
"6",2010,"Alcorn St",1108,61.4266290661822,84.3763397090855,21.7752553489909,29.8018212573187,56.3444993503983,62.418654404139,4.59111059463005,7.73951997179961,14.407581433681,19.7122763561812,13.2850077735704,17.0331772226484,21.3888190299944,26.0615120255278,11.2790150864204,14.7385164168441,22.2865387357895,27.6291673841011,8.79104990069117,18.844666572849,19.4381935266147,14.3599715267325,6.37674453529507,10.0830545496049,2.98634548698464,5.27789612134444,20.9060143774525,19.1948583735289,0.386180895267839,0.478412273133711,0.310061453229483,0.397442232906657,0.467389685258545,0.573432118836432,0.426273462863994,0.540907285275638,73.91475816379,73.5071748052596,83.7959237335369,114.868788944691,114.868788944691,83.7959237335369,0.224887405035979,0.16149911573215,0.286948109956008,0.39084479634153,0.60915520365847,-31.0728652111544,31.0728652111544,74.2793195351017,67.4411572311812,0.0645161290322581
"7",2010,"American Univ",1110,62.0563798704764,68.1602017441609,21.6903783593284,23.9959428959339,51.563863140286,55.3186748849688,5.53772110739125,5.28624227931709,16.6002155848773,15.3949578170968,13.1379020444284,14.8820736729759,19.2393905174653,22.1680533643881,10.0060190225651,10.1083523911135,24.9813034466659,22.8409458322987,13.8141374969745,12.4574026780428,14.88525140902,9.82280921830662,3.82337164543873,8.2297047908372,2.63173989495566,3.35681471956444,19.1151655660725,17.5110838546009,0.424135144971528,0.434469634131775,0.33201291654331,0.350955982003476,0.519738409564687,0.52444872250394,0.478473063245548,0.482659063107433,64.9084273544256,64.7870751924927,95.8026475758809,105.37242637918,105.37242637918,95.8026475758809,0.199558999588756,0.130041567619546,0.306752770212764,0.2885866056495,0.7114133943505,-9.56977880329882,9.56977880329882,64.8064283408669,66.9334032641256,0.354838709677419
"8",2010,"Appalachian St",1111,72.5899731676591,69.2203787867142,24.6799516060954,24.4769229081848,52.9710965550034,57.6903441040593,6.7263841929748,7.06747757913946,17.0609591132143,20.3266761633487,16.5036857624935,13.199055391205,21.7777397887715,19.7521324768296,10.6946305646215,10.1692567796501,26.7232391379535,20.3703060818031,11.518931785438,13.4016091779231,14.6807483552038,10.5186255904954,5.52824790331284,7.13128423048528,2.84370772522139,2.84947982279705,17.9692326570528,19.2474517869977,0.469636007021629,0.426191825425285,0.39366792198829,0.348325110228386,0.582947384531905,0.524081826860544,0.533585154424017,0.488442637703063,66.5394198526451,66.7306512047097,109.087151894692,103.658233393537,103.658233393537,109.087151894692,0.191685162288059,0.136542613669752,0.350611181572581,0.267405305701319,0.732594694298681,5.42891850115473,-5.42891850115473,66.4992967061373,67.016018769823,0.645161290322581
"9",2010,"Arizona",1112,73.600380817321,70.2511520815068,24.4534887917416,24.5764549848287,55.0163297709164,58.5109605947776,6.40191595713758,5.90993701884971,17.8123602493721,18.968116159134,18.2914872767003,15.1883050929997,25.0529635100194,22.1470452332787,10.4362283049099,11.8188282021863,25.5844050148226,23.2116529644131,13.0817157610495,12.2215921006963,14.1290832765424,13.5281216993109,6.43080776710125,5.83653685339911,2.98259862362872,3.58193375206917,19.5358972095204,20.8983548597023,0.446464079089041,0.420335605199527,0.35893339358028,0.301455936617092,0.559670582285506,0.515383207756598,0.505511471329934,0.471052567187946,69.7324886869575,69.9649539945449,105.634112576573,100.527527212224,100.527527212224,105.634112576573,0.177024433118773,0.164477120054796,0.304939041588347,0.315361586487385,0.684638413512615,5.10658536434934,-5.10658536434934,69.4689612217501,66.8211929638876,0.516129032258065
"10",2010,"Arizona St",1113,68.1478058013557,57.8780385486374,23.0798770759709,20.1911865725934,50.9342381957227,51.48433275205,8.4273883772211,5.89415942032378,22.6741022454422,18.4819483233079,13.5606632721928,11.6015059831268,19.1328548018382,17.2073864002021,9.28433340429615,10.5307686919969,24.2242806479958,21.5355179587349,14.4749722759172,12.290578046921,11.6286015868651,13.0625409605472,6.92265898839253,5.60234369132615,2.84885729961859,2.522310329771,16.5276932636249,17.9282968310813,0.453104220128259,0.397793998154327,0.375805438552792,0.320281968836784,0.574461618217978,0.49470839545768,0.536464963330819,0.457473198243692,61.6969624911005,61.5873550366892,110.376656615602,94.1738967259428,94.1738967259428,110.376656615602,0.162508842414478,0.179939246141917,0.298898455831823,0.293841686730355,0.706158313269645,16.202759889659,-16.202759889659,61.4801317839629,66.8160707887716,0.6875
